seed,d1,d2,d3,d4,d5,d8
615,4.725000e-02,1.570000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
616,3.495000e-02,1.040000e-03,1.000000e-04,0.000000e+00,0.000000e+00,0.000000e+00
617,3.603000e-02,1.070000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
618,3.576000e-02,1.150000e-03,1.000000e-05,1.000000e-05,0.000000e+00,0.000000e+00
619,3.656000e-02,9.700000e-04,1.100000e-04,0.000000e+00,0.000000e+00,0.000000e+00
620,3.599000e-02,1.240000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
621,3.606000e-02,1.250000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
622,3.584000e-02,1.600000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
623,5.775000e-02,2.070000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
624,3.484000e-02,2.730000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
625,3.599000e-02,1.040000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
626,3.605000e-02,2.080000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
627,3.500000e-02,9.300000e-04,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
628,3.588000e-02,2.090000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
629,8.397000e-02,3.090000e-03,1.400000e-04,0.000000e+00,0.000000e+00,0.000000e+00
630,3.608000e-02,1.360000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
631,4.360000e-02,2.250000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
632,3.591000e-02,1.170000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
633,3.878000e-02,1.400000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
634,3.871000e-02,1.470000e-03,8.000000e-05,7.000000e-05,0.000000e+00,0.000000e+00
635,3.506000e-02,1.130000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
636,3.484000e-02,1.160000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
637,4.606000e-02,1.640000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
638,3.596000e-02,1.330000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
639,3.674000e-02,1.290000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
640,3.503000e-02,1.330000e-03,6.000000e-05,2.000000e-05,0.000000e+00,0.000000e+00
641,3.487000e-02,1.450000e-03,1.000000e-04,0.000000e+00,0.000000e+00,0.000000e+00
642,3.574000e-02,1.570000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
643,3.524000e-02,1.210000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
644,3.749000e-02,1.180000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
645,3.594000e-02,1.750000e-03,6.000000e-05,2.000000e-05,0.000000e+00,0.000000e+00
646,3.597000e-02,1.170000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
647,3.580000e-02,1.540000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
648,3.583000e-02,1.270000e-03,1.100000e-04,0.000000e+00,0.000000e+00,0.000000e+00
649,4.330000e-02,1.510000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
650,5.164000e-02,1.760000e-03,3.000000e-05,1.000000e-05,0.000000e+00,0.000000e+00
651,3.602000e-02,1.370000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
652,5.005000e-02,1.770000e-03,6.000000e-05,3.000000e-05,0.000000e+00,0.000000e+00
653,5.423000e-02,1.790000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
654,3.689000e-02,1.100000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
655,3.605000e-02,1.240000e-03,1.500000e-04,0.000000e+00,0.000000e+00,0.000000e+00
656,3.565000e-02,9.600000e-04,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
657,3.497000e-02,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
658,3.584000e-02,1.430000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
659,4.119000e-02,1.260000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
660,3.612000e-02,1.200000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
661,4.543000e-02,1.560000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
662,3.743000e-02,1.090000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
663,3.545000e-02,1.120000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
664,4.254000e-02,1.810000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
665,3.599000e-02,1.040000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
666,3.495000e-02,1.030000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
667,3.595000e-02,1.150000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
668,4.074000e-02,2.430000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
669,3.561000e-02,1.090000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
670,3.488000e-02,9.600000e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
671,4.748000e-02,1.930000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
672,3.372000e-02,1.010000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
673,3.581000e-02,6.900000e-04,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
674,3.905000e-02,1.160000e-03,3.000000e-05,1.000000e-05,0.000000e+00,0.000000e+00
675,4.007000e-02,1.660000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
676,3.723000e-02,1.510000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
677,3.597000e-02,1.170000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
678,3.600000e-02,1.170000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
679,4.071000e-02,1.750000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
680,3.802000e-02,1.880000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
681,3.587000e-02,1.080000e-03,1.000000e-04,0.000000e+00,0.000000e+00,0.000000e+00
682,3.797000e-02,1.120000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
683,3.515000e-02,1.320000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
684,3.581000e-02,9.800000e-04,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
685,7.785000e-02,2.440000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
686,4.116000e-02,1.340000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
687,3.607000e-02,1.170000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
688,3.679000e-02,1.300000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
689,3.490000e-02,1.030000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
690,6.895000e-02,2.940000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
691,3.950000e-02,1.620000e-03,1.700000e-04,0.000000e+00,0.000000e+00,0.000000e+00
692,3.623000e-02,1.440000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
693,3.675000e-02,1.140000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
694,3.593000e-02,1.770000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
695,3.777000e-02,1.370000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
696,3.852000e-02,1.120000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
697,3.481000e-02,1.190000e-03,1.600000e-04,1.000000e-05,0.000000e+00,0.000000e+00
698,3.503000e-02,1.670000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
699,3.602000e-02,1.280000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
700,3.607000e-02,1.420000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
701,5.089000e-02,1.550000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
702,5.110000e-02,1.580000e-03,7.000000e-05,3.000000e-05,0.000000e+00,0.000000e+00
703,3.683000e-02,9.900000e-04,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
704,6.585000e-02,2.370000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
705,3.688000e-02,1.250000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
706,3.574000e-02,1.070000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
707,3.606000e-02,1.170000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
708,3.496000e-02,8.700000e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
709,3.585000e-02,1.200000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
710,3.764000e-02,1.360000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
711,3.835000e-02,1.630000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
712,3.590000e-02,1.170000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
713,3.588000e-02,1.230000e-03,4.000000e-05,2.000000e-05,0.000000e+00,0.000000e+00
714,3.488000e-02,3.050000e-03,1.100000e-04,1.000000e-05,0.000000e+00,0.000000e+00
715,3.482000e-02,1.090000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
716,3.413000e-02,1.070000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
717,3.725000e-02,1.500000e-03,1.500000e-04,0.000000e+00,0.000000e+00,0.000000e+00
718,3.508000e-02,1.120000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
719,3.595000e-02,1.130000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
720,3.580000e-02,1.590000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
721,3.487000e-02,1.020000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
722,3.493000e-02,1.110000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
723,3.588000e-02,1.200000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
724,3.681000e-02,1.240000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
725,3.590000e-02,1.100000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
726,4.210000e-02,1.360000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
727,3.513000e-02,1.190000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
728,3.516000e-02,1.240000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
729,3.601000e-02,2.250000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
730,3.535000e-02,1.370000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
731,3.726000e-02,1.210000e-03,1.000000e-04,0.000000e+00,0.000000e+00,0.000000e+00
732,3.576000e-02,1.150000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
733,3.706000e-02,1.150000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
734,3.581000e-02,1.730000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
735,6.453000e-02,2.140000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
736,3.670000e-02,2.420000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
737,4.529000e-02,1.480000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
738,4.384000e-02,1.320000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
739,3.489000e-02,1.530000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
740,4.390000e-02,2.460000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
741,3.678000e-02,1.060000e-03,2.100000e-04,0.000000e+00,0.000000e+00,0.000000e+00
742,3.607000e-02,9.500000e-04,1.300000e-04,0.000000e+00,0.000000e+00,0.000000e+00
743,3.588000e-02,1.130000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
744,3.473000e-02,1.050000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
745,4.433000e-02,4.230000e-03,2.100000e-04,3.000000e-05,0.000000e+00,0.000000e+00
746,3.589000e-02,1.210000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
747,4.658000e-02,1.540000e-03,1.600000e-04,0.000000e+00,0.000000e+00,0.000000e+00
748,3.504000e-02,1.320000e-03,5.000000e-05,1.000000e-05,0.000000e+00,0.000000e+00
749,3.577000e-02,1.050000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
750,3.576000e-02,1.290000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
751,3.676000e-02,1.470000e-03,1.000000e-04,0.000000e+00,0.000000e+00,0.000000e+00
752,4.730000e-02,4.770000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
753,3.490000e-02,1.270000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
754,3.677000e-02,1.220000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
755,3.507000e-02,1.130000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
756,5.180000e-02,1.760000e-03,7.400000e-04,1.000000e-05,1.000000e-05,0.000000e+00
757,3.477000e-02,1.060000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
758,4.271000e-02,1.460000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
759,4.217000e-02,1.480000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
760,3.603000e-02,1.310000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
761,3.515000e-02,1.060000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
762,3.690000e-02,1.280000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
763,3.672000e-02,2.120000e-03,1.000000e-04,0.000000e+00,0.000000e+00,0.000000e+00
764,3.520000e-02,1.460000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
765,3.880000e-02,2.050000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
766,5.497000e-02,1.980000e-03,1.600000e-04,0.000000e+00,0.000000e+00,0.000000e+00
767,3.571000e-02,1.070000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
768,3.509000e-02,2.370000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
769,5.278000e-02,1.850000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
770,3.512000e-02,1.330000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
771,6.364000e-02,2.400000e-03,1.400000e-04,0.000000e+00,0.000000e+00,0.000000e+00
772,3.703000e-02,1.960000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
773,3.618000e-02,1.800000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
774,5.350000e-02,1.630000e-03,4.000000e-05,3.000000e-05,0.000000e+00,0.000000e+00
775,3.716000e-02,1.490000e-03,1.300000e-04,0.000000e+00,0.000000e+00,0.000000e+00
776,3.683000e-02,1.280000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
777,3.523000e-02,1.110000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
778,4.146000e-02,1.290000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
779,3.763000e-02,1.330000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
780,3.711000e-02,1.200000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
781,3.607000e-02,1.120000e-03,1.300000e-04,0.000000e+00,0.000000e+00,0.000000e+00
782,3.494000e-02,1.110000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
783,3.885000e-02,1.380000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
784,3.904000e-02,1.880000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
785,4.010000e-02,1.510000e-03,1.100000e-04,0.000000e+00,0.000000e+00,0.000000e+00
786,3.585000e-02,1.460000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
787,3.600000e-02,2.440000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
788,3.596000e-02,1.350000e-03,3.500000e-04,0.000000e+00,0.000000e+00,0.000000e+00
789,3.493000e-02,1.140000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
790,4.016000e-02,1.660000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
791,3.563000e-02,1.430000e-03,8.000000e-05,1.000000e-05,0.000000e+00,0.000000e+00
792,3.500000e-02,1.150000e-03,1.500000e-04,0.000000e+00,0.000000e+00,0.000000e+00
793,3.594000e-02,1.390000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
794,3.603000e-02,1.110000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
795,4.093000e-02,1.520000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
796,3.589000e-02,1.150000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
797,3.624000e-02,1.420000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
798,4.391000e-02,1.530000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
799,4.136000e-02,1.150000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
800,4.504000e-02,2.660000e-03,2.600000e-04,0.000000e+00,0.000000e+00,0.000000e+00
801,3.577000e-02,1.120000e-03,1.100000e-04,1.000000e-05,0.000000e+00,0.000000e+00
802,3.600000e-02,1.250000e-03,3.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
803,3.474000e-02,1.490000e-03,1.000000e-04,0.000000e+00,0.000000e+00,0.000000e+00
804,3.603000e-02,1.100000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
805,3.597000e-02,1.300000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
806,3.666000e-02,1.450000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
807,3.599000e-02,2.020000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
808,3.506000e-02,1.350000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
809,7.184000e-02,2.410000e-03,6.000000e-05,2.000000e-05,0.000000e+00,0.000000e+00
810,3.579000e-02,9.300000e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
811,3.559000e-02,1.310000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
812,3.509000e-02,1.400000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
813,3.503000e-02,1.630000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
814,5.005000e-02,1.850000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
815,3.490000e-02,1.270000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
816,3.487000e-02,1.170000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
817,3.570000e-02,1.200000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
818,3.598000e-02,1.760000e-03,2.000000e-04,6.000000e-05,0.000000e+00,0.000000e+00
819,3.485000e-02,9.800000e-04,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
820,4.267000e-02,1.290000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
821,3.597000e-02,1.080000e-03,1.000000e-05,1.000000e-05,0.000000e+00,0.000000e+00
822,3.698000e-02,1.040000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
823,3.581000e-02,1.020000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
824,3.504000e-02,1.420000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
825,3.503000e-02,1.280000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
826,3.770000e-02,1.240000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
827,3.486000e-02,1.550000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
828,3.584000e-02,1.190000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
829,3.501000e-02,1.770000e-03,1.000000e-04,0.000000e+00,0.000000e+00,0.000000e+00
830,3.590000e-02,1.090000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
831,3.766000e-02,1.950000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
832,3.599000e-02,1.510000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
833,3.731000e-02,1.880000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
834,3.594000e-02,1.030000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
835,3.662000e-02,9.900000e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
836,3.497000e-02,1.880000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
837,3.494000e-02,1.520000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
838,3.856000e-02,1.270000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
839,4.743000e-02,1.440000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
840,3.496000e-02,1.860000e-03,3.000000e-05,1.000000e-05,0.000000e+00,0.000000e+00
841,3.601000e-02,8.200000e-04,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
842,3.592000e-02,9.800000e-04,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
843,3.509000e-02,1.430000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
844,5.356000e-02,1.470000e-03,1.600000e-04,1.000000e-05,0.000000e+00,0.000000e+00
845,4.267000e-02,1.180000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
846,3.588000e-02,1.650000e-03,1.100000e-04,0.000000e+00,0.000000e+00,0.000000e+00
847,3.589000e-02,2.460000e-03,2.100000e-04,0.000000e+00,0.000000e+00,0.000000e+00
848,3.588000e-02,1.950000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
849,3.680000e-02,1.190000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
850,3.989000e-02,1.730000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
851,4.121000e-02,1.050000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
852,3.592000e-02,1.250000e-03,1.600000e-04,2.000000e-05,0.000000e+00,0.000000e+00
853,3.490000e-02,1.630000e-03,3.000000e-05,1.000000e-05,0.000000e+00,0.000000e+00
854,3.503000e-02,8.800000e-04,1.600000e-04,0.000000e+00,0.000000e+00,0.000000e+00
855,3.674000e-02,1.190000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
856,6.785000e-02,2.220000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
857,5.400000e-02,1.950000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
858,3.585000e-02,1.090000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
859,3.589000e-02,1.300000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
860,3.575000e-02,1.130000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
861,3.684000e-02,1.660000e-03,1.600000e-04,0.000000e+00,0.000000e+00,0.000000e+00
862,3.589000e-02,1.150000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
863,3.587000e-02,1.210000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
864,3.506000e-02,1.130000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
865,3.608000e-02,8.000000e-04,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
866,3.942000e-02,1.760000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
867,3.934000e-02,2.020000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
868,3.586000e-02,1.120000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
869,3.578000e-02,1.140000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
870,3.909000e-02,2.170000e-03,2.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
871,3.597000e-02,1.330000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
872,3.581000e-02,1.190000e-03,5.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
873,3.664000e-02,1.280000e-03,3.000000e-05,2.000000e-05,0.000000e+00,0.000000e+00
874,3.577000e-02,1.320000e-03,1.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
875,3.505000e-02,1.110000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
876,3.603000e-02,1.070000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
877,5.585000e-02,1.880000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
878,4.421000e-02,1.520000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
879,3.593000e-02,1.430000e-03,1.400000e-04,5.000000e-05,0.000000e+00,0.000000e+00
880,3.594000e-02,1.180000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
881,3.610000e-02,1.130000e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
882,3.592000e-02,1.580000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
883,3.477000e-02,1.390000e-03,9.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
884,3.655000e-02,1.490000e-03,7.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
885,3.617000e-02,1.540000e-03,3.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
886,3.695000e-02,1.160000e-03,1.200000e-04,0.000000e+00,0.000000e+00,0.000000e+00
887,3.509000e-02,1.170000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
888,4.194000e-02,1.750000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
889,4.235000e-02,1.750000e-03,2.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
890,3.576000e-02,1.860000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
891,4.288000e-02,1.530000e-03,4.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
892,3.495000e-02,1.260000e-03,8.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
893,3.598000e-02,1.120000e-03,6.000000e-05,0.000000e+00,0.000000e+00,0.000000e+00
